"model","n","depth","trial","key","generated","extracted","correct","category"
"ssra","16384","0.9","1","33299","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.9","2","71636","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.9","3","35418","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.9","4","46806","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.9","5","88318","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.9","6","43602","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.9","7","66050","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.9","8","50820","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.9","9","21756","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.9","10","23681","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.9","11","59187","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.9","12","13348","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.9","13","12649","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.9","14","70813","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.9","15","28737","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.9","16","26594","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.9","17","26775","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.9","18","30388","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.9","19","16802","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","32768","0.1","0","16920"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.1","1","63750"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.1","2","23209"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.1","3","38998"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.1","4","79947"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.1","5","63310"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.1","6","17982"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.1","7","65858"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.1","8","52287"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.1","9","25165"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.1","10","29263"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.1","11","63486"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.1","12","13903"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.1","13","23412"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.1","14","63840"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.1","15","40580"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.1","16","95147"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.1","17","31597"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.1","18","34490"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.1","19","62334"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.5","0","68763"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.5","1","37750"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.5","2","96296"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.5","3","34638"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.5","4","89237",", "" "" and to to to to to that as and","","False","cat3"
"ssra","32768","0.5","5","98002"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.5","6","32317"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.5","7","52157"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.5","8","49804"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.5","9","22819"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.5","10","10271"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.5","11","28649"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.5","12","54329"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.5","13","86345"," to to "" and "" and "" and "" and and and","","False","cat3"
"ssra","32768","0.5","14","87309"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.5","15","80764"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.5","16","10401"," to to "" and "" and "" and "" and and and","","False","cat3"
"ssra","32768","0.5","17","79260"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.5","18","92168",", "" "" and to that "" and and, "" and","","False","cat3"
"ssra","32768","0.5","19","25334"," to to to to to "" and "" and and and and","","False","cat3"
"ssra","32768","0.9","0","75197"," to to to "" and "" and "" and and and and","","False","cat3"
"ssra","32768","0.9","1","26716"," to to to "" and "" and "" and and and and","","False","cat3"
"ssra","32768","0.9","2","22988"," to to to "" and "" and "" and and and and","","False","cat3"
"ssra","32768","0.9","3","22158"," to to to "" and "" and "" and and and and","","False","cat3"
"ssra","32768","0.9","4","10958"," to to to "" and "" and "" and and and and","","False","cat3"
"ssra","32768","0.9","5","72570"," to to to "" and "" and "" and and and and","","False","cat3"
"ssra","32768","0.9","6","40753"," to to to "" and "" and "" and and and and","","False","cat3"
"ssra","32768","0.9","7","72540"," to to to "" and "" and "" and and and and","","False","cat3"
"ssra","32768","0.9","8","14565"," and and and and and and and and and and and and","","False","cat3"
"ssra","32768","0.9","9","59114"," to to to "" and "" and "" and and and and","","False","cat3"
"ssra","32768","0.9","10","48522"," to to to "" and "" and "" and and and and","","False","cat3"
"ssra","32768","0.9","11","18440"," to to to "" and "" and "" and and and and","","False","cat3"
"ssra","32768","0.9","12","34670"," to to to "" and "" and "" and and and and","","False","cat3"
"ssra","32768","0.9","13","22337"," to to to "" and "" and "" and and and and","","False","cat3"
"ssra","32768","0.9","14","29482"," to to to "" and "" and "" and and and and","","False","cat3"
"ssra","32768","0.9","15","36101"," to to to "" and "" and "" and and and and","","False","cat3"
"ssra","32768","0.9","16","79951"," to to to "" and "" and "" and and and and","","False","cat3"
"ssra","32768","0.9","17","75843"," to to to "" and "" and "" and and and and","","False","cat3"
"ssra","32768","0.9","18","25957"," to to to "" and "" and "" and and and and","","False","cat3"
"ssra","32768","0.9","19","79023"," to to "" and "" and "" and "" and and and","","False","cat3"
